,timepoints,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
0,0.0,2.7998676268235556,3.560233853449357,5.160689317571094,3.548884179305924,6.502809336532604,6.281735114597538,4.729273028093125,3.760830199051555,5.332297971153764,5.074923765875267
1,0.20202020202020202,8.506322725579274,6.718474225602577,6.544544367719448,4.940811759855293,2.5112846098825243,12.11438108878919,7.17049082941301,4.733077867811758,6.679008749312802,5.322777800135288
2,0.40404040404040403,8.191093106794995,8.595812010146858,5.670413955837962,10.966158648308646,7.0165022939264485,9.339288283975357,7.36151575377122,8.060865076233968,6.5806897857331785,12.000895583174248
3,0.6060606060606061,11.825546790950128,7.949569125649718,6.699974121394325,10.777037056537205,11.809986662804368,10.738770531613138,12.218488564828192,10.07541865556492,8.767998931820404,10.958931732049045
4,0.8080808080808081,14.180350209065974,13.65140277753336,9.78131718825793,10.91512562116127,13.66723723719797,11.729222324738743,13.784509758447763,11.796466928332805,12.677360698005387,11.49661566756517
5,1.0101010101010102,13.969121361855574,12.19747572344523,14.28888194669323,12.026082536699294,19.02294052782706,13.091169803155987,13.962173631623571,12.191517602207522,15.533256712287134,13.193049745117833
6,1.2121212121212122,16.813261182133594,18.415543075583038,13.663520891170961,17.377165742910254,17.152812405583845,12.882866536778522,13.533481855785537,16.268165124008206,19.457636806673555,17.21007032216601
7,1.4141414141414141,16.35354791064983,17.54944871498493,21.242574871153085,18.82664335727631,20.757539261515472,16.285890037793916,18.097372166976452,18.717697570654984,15.28053371835509,16.035525079070318
8,1.6161616161616161,18.167308258888976,18.079136771042617,17.518489859047992,14.98127369000436,16.625083954801536,20.748346619318866,19.863843814133674,17.321037834437696,15.255168057624829,17.13152000130941
9,1.8181818181818181,18.65744185481592,19.792680050295523,19.34242660548568,20.87315494106766,20.998459576383212,19.347813641241355,17.869725226457042,17.173002271070487,19.114852835979026,21.091548345218783
10,2.0202020202020203,20.730024710047626,21.322940102245536,21.713310781286403,22.604656541817036,23.23235099408955,21.587537419194664,22.021399327434423,25.084737956335584,23.946178897206124,19.18335450443672
11,2.2222222222222223,23.348040426557848,25.540646153523937,22.76229719764117,21.592796404004847,25.28085711065946,24.980649352640143,25.969427436838444,20.89907225226594,22.14028080484992,23.401799919214312
