,timepoints,X0,Y0,X1,Y1,X2,Y2,X3,Y3
0,0.0,5.185223837055103,6.524098743819699,4.63298357215633,3.8723474879308233,5.707973489905601,8.587376551318098,4.514145741059822,4.3425894630204604
1,0.050505050505050504,4.336997149772282,5.128955152228036,5.499848825531968,4.735074592880168,5.249418669045427,4.7780312500302555,6.019379797909447,5.504273738746716
2,0.10101010101010101,4.961206353755547,6.424781417184068,7.730415268891658,3.529725061441888,7.864511271369933,5.941877041590814,6.154579344253998,6.5068092694742
3,0.15151515151515152,5.393197696721636,5.842571008192058,4.013173915133511,3.7893933073361943,5.4777257262307595,6.61062189641218,7.652065803053475,6.927061980922543
4,0.20202020202020202,5.767994591047115,5.834807657901788,3.6946083568059933,6.684376413996841,9.172717390608371,6.687454044286261,7.284236103609031,7.711043827595869
5,0.25252525252525254,6.125427205337323,6.793711263651852,4.8758001540298626,6.957547562000519,6.9048532907204585,7.303407998788106,6.017691895398337,8.8462907038654
6,0.30303030303030304,6.639878822901945,5.6133346718815105,6.933518425374205,9.451204263294763,6.760276986088106,9.293979455886245,6.673398239006783,9.337724306982448
7,0.35353535353535354,5.5260713905964,6.005956025151456,4.880283758517923,6.047793457108663,6.810550342248952,7.6008832615551585,8.27405600139341,9.87190793573531
8,0.40404040404040403,3.7900655278337227,5.780005823939513,5.87665961782589,5.377172289018295,4.916508999874869,9.916717212041554,6.180174466203399,10.980768739247855
9,0.45454545454545453,6.578171813922416,5.8460637790913985,6.264687872036005,9.0168649486356,8.367896393455359,11.437325201820375,8.3269567260308,13.153810409655579
10,0.5050505050505051,3.4860440047535795,4.463331088483468,4.403241054538302,7.554144804046872,7.000713003495561,13.171195868983597,6.695597416737995,15.136598312208662
11,0.5555555555555556,6.222027518512483,6.192182701901727,6.669420853567691,9.519892174536327,5.908271841667089,12.507152389244212,6.320386561428737,16.85993911360525
12,0.6060606060606061,5.400776989177923,7.3017954840735335,7.712459631508493,8.942146759653294,5.010969387453104,13.924282842253405,6.384285166280071,16.091226430724696
13,0.6565656565656566,6.617519638715936,6.492755144110516,6.692006906051204,10.941102409464513,6.291801268008593,14.346749459794173,7.386288215210127,17.129670401094316
14,0.7070707070707071,4.611657410020605,7.157613398479265,5.429037408991042,9.764012942344625,7.451359683838482,16.30794772728947,6.716232625376169,19.023624718743267
15,0.7575757575757576,4.3468804389404765,6.322738667586549,6.570056872471559,11.949994214052197,5.250028512884444,15.169396729875167,6.693474830723844,20.151309016192595
16,0.8080808080808081,4.945156493505324,6.249770530412354,6.364461146137293,11.624116698778325,5.942629525187034,18.790763312671036,7.558316968421247,23.15651197318811
17,0.8585858585858586,4.072015039458386,6.579133102410541,6.525549453200551,12.461353804072338,5.219419644239908,16.965844313195912,6.8852819460171855,24.487678367046477
18,0.9090909090909091,6.560527640251719,7.429533664600221,6.141386184445888,13.452978513350818,6.263838129599267,19.231277241627694,7.614189043717414,24.4202415640925
19,0.9595959595959596,4.480379425079291,7.20147450863036,6.875079041593582,11.823455123483829,5.319160731693611,18.895930674711636,6.84468562477039,24.636062481470667
20,1.0101010101010102,5.0312150522553365,6.960450589476605,6.074512305991784,13.93739674550707,6.3010173834035115,20.646210426427636,5.27543154980094,26.74140536924091
